"15012,1604781203,1246.20,15.832927,15.832927,15.832927,15.832927"
"15013,1604781412,1515.00,19.248022,19.248022,19.248022,19.248022"
"15014,1604781423,989.99,12.577788,12.577788,12.577788,12.577788"
"15015,1604781701,5121.21,65.064792,65.064792,65.064792,65.064792"
